"","무인교통단속카메라관리번호","시도명","시군구명","도로종류","도로노선번호","도로노선명","도로노선방향","소재지도로명주소","소재지지번주소"
"3828","중원성남-D-7","경기도","성남시","기타","","둔촌대로",3,"","경기도 성남시 중원구 성남동 1841"
"3829","중원성남-D-8","경기도","성남시","기타","","광명로",3,"","경기도 성남시 중원구 성남동 3298"
"3830","중원성남-E-3","경기도","성남시","기타","","산성대로",3,"","경기도 성남시 중원구 성남동 2001"
"3831","중원중앙-D-1","경기도","성남시","기타","","시민로",3,"","경기도 성남시 중원구 중앙동 3363"
"3832","중원중앙-D-2","경기도","성남시","기타","","공원로",3,"","경기도 성남시 중원구 중앙동 424"
"3833","중원중앙-D-3","경기도","성남시","기타","","시민로",3,"경기도 성남시 중원구 시민로 66","경기도 성남시 중원구 중앙동 577"
"3834","중원중앙-A-6","경기도","성남시","기타","","금상로",3,"","경기도 성남시 중원구 중앙동 3152"
"3835","중원금광1-D-1","경기도","성남시","기타","","금상로",3,"경기도 성남시 중원구 금상로 79 (금광동)","경기도 성남시 중원구 금광동 664"
"3836","중원금광1-D-2","경기도","성남시","기타","","광명로",3,"경기도 성남시 중원구 광명로324번길 3 (금광동)","경기도 성남시 중원구 금광동 1347"
"3837","중원금광1-D-3","경기도","성남시","기타","","금상로",3,"경기도 성남시 중원구 금상로 97 (금광동)","경기도 성남시 중원구 금광동 1645"
"3838","중원금광1-D-4","경기도","성남시","기타","","금빛로",3,"경기도 성남시 중원구 금빛로 43 (금광동)","경기도 성남시 중원구 금광동 1837"
"3839","중원금광2-D-1","경기도","성남시","기타","","산성대로",3,"경기도 성남시 중원구 산성대로372번길 14 (금광1동)","경기도 성남시 중원구 금광2동 11"
"3840","중원은행1-D-1","경기도","성남시","기타","","자혜로",3,"경기도 성남시 중원구 자혜로 55 (은행동)","경기도 성남시 중원구 은행동 1932-7"
"3841","중원은행1-A-1","경기도","성남시","기타","","금빛로",3,"","경기도 성남시 중원구 은행동 2352"
"3842","F6492","경기도","의정부시","시도","해당없음","민락로",3,"","경기도 의정부시 민락동 591-8"
"3843","F6494","경기도","가평군","지방도","387번","비룡로",3,"","경기도 가평군 상면 연하리 215-1"
"3844","F6511","경기도","의정부시","일반국도","39번","서부로",3,"","경기도 의정부시 가능동 242-167"
"3845","F6673","경기도","남양주시","지방도","383번","진건오남로",3,"","경기도 남양주시 진건읍 용정리 산 186-1"
"3846","F6674","경기도","고양시","지방도","357번","제2자유로",3,"","경기도 고양시 일산서구 구산동 1229-1"
"3847","F6675","경기도","고양시","지방도","357번","제2자유로",3,"","경기도 고양시 일산동구 장항동 598-4"
"3848","F6676","경기도","고양시","지방도","357번","제2자유로",3,"","경기도 고양시 덕양구 현천동 226"
"3849","F6680","경기도","고양시","지방도","356번","고양대로",3,"","경기도 고양시 일산동구 식사동 513-11"
"3850","F6681","경기도","고양시","시도","해당없음","중앙로",3,"","경기도 고양시 덕양구 화전동 229-33"
"3851","F6682","경기도","동두천시","일반국도","3번","평화로",3,"","경기도 동두천시 지행동 483-1"
"3852","F6684","경기도","남양주시","시도","해당없음","경춘로",3,"","경기도 남양주시 화도읍 월산리 360-1"
"3853","F6685","경기도","의정부시","시도","해당없음","호국로",3,"","경기도 의정부시 의정부동 462"
"3854","F6688","경기도","구리시","일반국도","43번","동구릉로",3,"","경기도 구리시 사노동 309-9"
"3855","F6703","경기도","파주시","지방도","360번","평화로",3,"","경기도 파주시 검산동 300-9"
"3856","F6705","경기도","파주시","시도","해당없음","대원로",3,"","경기도 파주시 조리읍 봉일천리 280-5"
"3857","F6707","경기도","고양시","지방도","357번","제2자유로",3,"","경기도 고양시 덕양구 덕은동 224-2"
"3858","F6740","경기도","남양주시","일반국도","45번","북한강로",3,"","경기도 남양주시 조안면 진중리 92-3"
"3859","F6744","경기도","남양주시","시도","해당없음","해밀예당1로",3,"","경기도 남양주시 진접읍 금곡리 1127-9"
"3860","F6745","경기도","남양주시","시도","해당없음","해밀예당2로",3,"","경기도 남양주시 진접읍 금곡리 1127-99"
"3861","F6746","경기도","남양주시","시도","해당없음","해밀예당3로",3,"","경기도 남양주시 진접읍 금곡리 1075"
"3862","F6747","경기도","남양주시","시도","해당없음","해밀예당1로",3,"","경기도 남양주시 진접읍 금곡리 1127-13"
"3863","F6749","경기도","동두천시","일반국도","3번","평화로",3,"","경기도 동두천시 동두천동 289-185"
"3864","F6752","경기도","파주시","시도","해당없음","책향기로",3,"","경기도 파주시 와동동 1342"
"3865","F6766","경기도","의정부시","일반국도","3번","평화로",3,"","경기도 의정부시 호원동 447-6"
"3866","F6767","경기도","의정부시","일반국도","3번","평화로",3,"","경기도 의정부시 의정부동 139-50"
"3867","F6768","경기도","의정부시","시도","해당없음","회룡로",3,"","경기도 의정부시 신곡동 727-5"
"3868","12","경상북도","문경시","시도","","신흥로",3,"","경상북도 문경시 점촌동 268-46"
"3869","13","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 모전동 81-1"
"3870","14","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 흥덕동 307-4"
"3871","15","경상북도","문경시","지방도","924번","상신로",3,"","경상북도 문경시 점촌동 202-2"
"3872","16","경상북도","문경시","시도","","모전로",3,"","경상북도 문경시 모전동 115-12"
"3873","17","경상북도","문경시","지방도","32번","당교로",3,"","경상북도 문경시 모전동 862-3"
"3874","주-001-군청앞1","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1422"
"3875","주-001-군청앞2","전라남도","장성군","기타","없음","영천로",3,"","전라남도 장성군 장성읍 영천리 1423"
"3876","주-001-군청앞3","전라남도","장성군","기타","없음","영천로",3,"","전라남도 장성군 장성읍 영천리 1424"
"3877","주-001-군청앞4(회)","전라남도","장성군","기타","없음","영천로",3,"","전라남도 장성군 장성읍 영천리 1425"
"3878","주-001-군청앞5(회)","전라남도","장성군","기타","없음","영천로",3,"","전라남도 장성군 장성읍 영천리 1426"
"3879","주-002-경찰서사거리1","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3880","주-002-경찰서사거리2","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3881","주-002-경찰서사거리3","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3882","주-002-경찰서사거리4","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3883","주-002-경찰서사거리5(회)","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3884","주-002-경찰서사거리6(회)","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1430"
"3885","주-003-충혼탑입구1","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3886","주-003-충혼탑입구2","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3887","주-003-충혼탑입구3","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3888","주-003-충혼탑입구4(회)","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3889","주-003-충혼탑입구5(회)","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3890","주-004-한국의원1","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3891","주-004-한국의원2","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3892","주-004-한국의원3","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3893","주-004-한국의원4(회)","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3894","주-004-한국의원5(회)","전라남도","장성군","기타","소로1-1","영천로",3,"","전라남도 장성군 장성읍 영천리 1433"
"3895","주-005-군민회관01","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1422"
"3896","주-005-군민회관02","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1422"
"3897","F6150","경기도","양주시","시도","해당없음","송랑로",3,"","경기도 양주시 만송동 303-7"
"3898","F6153","경기도","남양주시","지방도","383번","진관로",3,"","경기도 남양주시 진건읍 배양리 483-11"
"3899","F6157","경기도","양주시","시도","해당없음","송랑로",3,"","경기도 양주시 만송동 339-6"
"3900","F6159","경기도","고양시","지방도","363번","성현로",3,"","경기도 고양시 일산동구 성석동 1566-3"
"3901","F6160","경기도","고양시","지방도","363번","성현로",3,"","경기도 고양시 일산동구 성석동 1566-3"
"3902","F6168","경기도","파주시","지방도","78번","혜음로",3,"","경기도 파주시 광탄면 용미리378-6"
"3903","F6171","경기도","구리시","일반국도","43번","동구릉로",3,"","경기도 구리시 사노동 386-10"
"3904","F6173","경기도","남양주시","일반국도","6번","경강로",3,"","경기도 남양주시 일패동 산 74-8"
"3905","F6204","경기도","포천시","일반국도","43번","호국로",3,"","경기도 포천시 영중면 양문리 555-10"
"3906","F6208","경기도","고양시","지방도","357번","제2자유로",3,"","경기도 고양시 덕양구 토당동 797-60"
"3907","F6209","경기도","고양시","시도","해당없음","송파로",3,"","경기도 고양시 일산서구 가좌동 618-35"
"3908","F6260","경기도","포천시","일반국도","47번","금강로",3,"","경기도 포천시 일동면 수입리 279-3"
"3909","F6261","경기도","파주시","시도","해당없음","필승로",3,"","경기도 파주시 탄현면 법흥리 1761-4"
"3910","F6277","경기도","남양주시","일반국도","6번","경춘로",3,"","경기도 남양주시 도농동 284-9"
"3911","F6291","경기도","고양시","지방도","98번","고양대로",3,"","경기도 고양시 일산서구 대화동 2231"
"3912","F6292","경기도","고양시","시도","해당없음","중앙로",3,"","경기도 고양시 덕양구 화정동 1152"
"3913","F6298","경기도","고양시","시도","해당없음","탄중로",3,"","경기도 고양시 일산서구 덕이동 415-3"
"3914","F6317","경기도","남양주시","시도","해당없음","의안로",3,"","경기도 남양주시 금곡동 5-11"
"3915","F6318","경기도","남양주시","고속국도","112번","수석호평로",3,"","경기도 남양주시 와부읍 율석리 335"
"3916","F6319","경기도","남양주시","시도","해당없음","송산로",3,"","경기도 남양주시 별내면 광전리 산 118-1"
"3917","F6320","경기도","남양주시","시도","해당없음","금강로",3,"","경기도 남양주시 진접읍 내각리 268-1"
"3918","F6321","경기도","남양주시","일반국도","6번","경강로",3,"","경기도 남양주시 삼패동 456-28"
"3919","F6327","경기도","포천시","일반국도","43번","호국로",3,"","경기도 포천시 군내면 구읍리 733-24"
"3920","F6331","경기도","양주시","지방도","98번","동일로",3,"","경기도 양주시 마전동 118-27"
"3921","F6481","경기도","포천시","지방도","98번","부흥로",3,"","경기도 포천시 가산면 금현리 산 85-2"
"3922","F6487","경기도","고양시","일반국도","39번","호국로",3,"","경기도 고양시 덕양구 대자동 69-9"
"3923","주-005-군민회관05(회)","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1422"
"3924","F5597","경기도","파주시","지방도","56번","파주로",3,"","경기도 파주시 다율동 986-3"
"3925","F5743","경기도","고양시","시도","해당없음","호수로",3,"","경기도 고양시 덕양구 대장동 497-34"
"3926","F5755","경기도","고양시","일반국도","1번","통일로",3,"","경기도 고양시 덕양구 관산동 330-2"
"3927","F5758","경기도","남양주시","시도","해당없음","해밀예당1로",3,"","경기도 남양주시 진접읍 금곡리 1115"
"3928","F5762","경기도","남양주시","일반국도","47번","금강로",3,"","경기도 남양주시 진접읍 팔야리 753-1"
"3929","F5763","경기도","남양주시","시도","해당없음","늘을1로",3,"","경기도 남양주시 호평동 705-1"
"3930","F5764","경기도","남양주시","시도","해당없음","고산로",3,"","경기도 남양주시 삼패동 391-3"
"3931","F5770","경기도","양주시","지방도","56번","화합로",3,"","경기도 양주시 회정동 70-5"
"3932","F5783","경기도","고양시","시도","해당없음","덕이로",3,"","경기도 고양시 일산서구 덕이동 1071-6"
"3933","F5785","경기도","파주시","일반국도","1번","통일로",3,"","경기도 파주시 월롱면 영태리 503-5"
"3934","F5788","경기도","파주시","시도","해당없음","혜음로",3,"","경기도 파주시 광탄면 창만리 566-46"
"3935","F5789","경기도","파주시","시도","해당없음","엘지로",3,"","경기도 파주시 월롱면 덕은리 33"
"3936","F5792","경기도","파주시","일반국도","1번","통일로",3,"","경기도 파주시 파주읍 봉서리 353-2"
"3937","F5793","경기도","파주시","지방도","78번","우계로",3,"","경기도 파주시 파주읍 봉서리 302-1"
"3938","F5794","경기도","파주시","일반국도","37번","율곡로",3,"","경기도 파주시 파평면 두포리 443-9"
"3939","F5795","경기도","파주시","일반국도","77번","평화로",3,"","경기도 파주시 탄현면 성동리 639"
"3940","F5796","경기도","파주시","시도","해당없음","숲속노을로",3,"","경기도 파주시 동패동 1693"
"3941","F5798","경기도","파주시","시도","해당없음","시청로",3,"","경기도 파주시 아동동 299-16"
"3942","F5799","경기도","파주시","일반국도","1번","통일로",3,"","경기도 파주시 조리읍 봉일천리 13-2"
"3943","F6067","경기도","고양시","일반국도","77번","자유로",3,"","경기도 고양시 일산동구 장항동 502-125"
"3944","F6068","경기도","고양시","일반국도","77번","자유로",3,"","경기도 고양시 일산동구 장항동 502-125"
"3945","F6069","경기도","고양시","지방도","356번","고봉로",3,"","경기도 고양시 일산서구 일산동 1653"
"3946","F6072","경기도","남양주시","시도","해당없음","홍유릉로",3,"","경기도 남양주시 금곡동 654-3"
"3947","F6074","경기도","의정부시","시도","해당없음","동일로",3,"","경기도 의정부시 장암동 117-13"
"3948","F6100","경기도","동두천시","지방도","364번","삼육사로",3,"","경기도 동두천시 생연동 42-3"
"3949","7","충청북도","괴산군","일반국도","19","읍내로",3,"충청북도 괴산군 괴산읍 읍내로 282",""
"3950","1","전라남도","곡성군","일반국도","17","장선리",3,"","전라남도 곡성군 곡성읍 장선리 988-1"
"3951","2","전라남도","곡성군","지방도","60","읍내리",3,"","전라남도 곡성군 곡성읍 읍내리 246-6"
"3952","3","전라남도","곡성군","지방도","60","구원리",3,"","전라남도 곡성군 곡성읍 구원리 44-6"
"3953","4","전라남도","곡성군","일반국도","17","침곡리",3,"","전라남도 곡성군 오곡면 침곡리 273"
"3954","5","전라남도","곡성군","일반국도","17","압록리",3,"","전라남도 곡성군 오곡면 압록리 568-1"
"3955","6","전라남도","곡성군","지방도","60","금반리",3,"","전라남도 곡성군 삼기면 금반리 344"
"3956","7","전라남도","곡성군","군도","840","원등리",3,"","전라남도 곡성군 삼기면 원등리 938-1"
"3957","8","전라남도","곡성군","일반국도","27","남양리",3,"","전라남도 곡성군 겸면 남양리 102-1"
"3958","9","전라남도","곡성군","일반국도","13","리문리",3,"","전라남도 곡성군 옥과면 리문리 437-8"
"3959","10","전라남도","곡성군","일반국도","13","마전리",3,"","전라남도 곡성군 겸면 마전리 636-3"
"3960","11","전라남도","곡성군","군도","840","창정리",3,"","전라남도 곡성군 입면 창정리 165-1"
"3961","12","전라남도","곡성군","군도","840","읍내리",3,"","전라남도 곡성군 곡성읍 읍내리 710-2"
"3962","13","전라남도","곡성군","군도","840","석곡리",3,"","전라남도 곡성군 석곡면 석곡리 8"
"3963","14","전라남도","곡성군","군도","840","죽림리",3,"","전라남도 곡성군 옥과면 죽림리 120-2"
"3964","15","전라남도","곡성군","군도","840","봉동리",3,"","전라남도 곡성군 오산면 봉동리 500"
"3965","16","전라남도","곡성군","일반국도","18","태평리",3,"","전라남도 곡성군 죽곡면 태평리 451-2"
"3966","17","전라남도","곡성군","일반국도","27","노동리",3,"","전라남도 곡성군 삼기면 노동리 582-2"
"3967","18","전라남도","곡성군","기타","65","읍내리",3,"","전라남도 곡성군 곡성읍 1167-17"
"3968","1","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 점촌동 250-1"
"3969","2","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 점촌동 268-46"
"3970","3","경상북도","문경시","시도","","모전로",3,"","경상북도 문경시 모전동 106-48"
"3971","4","경상북도","문경시","지방도","32번","당교로",3,"","경상북도 문경시 모전동 867"
"3972","5","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 점촌동 197-2"
"3973","7","경상북도","문경시","시도","","매봉로",3,"","경상북도 문경시 모전동 674"
"3974","8","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 모전동 4-8"
"3975","9","경상북도","문경시","시도","","중앙초등길",3,"","경상북도 문경시 점촌동 424-2"
"3976","10","경상북도","문경시","시도","","호서로",3,"","경상북도 문경시 흥덕동 349-2"
"3977","11","경상북도","문경시","시도","","중앙로",3,"","경상북도 문경시 점촌동 350-7"
"3978","116","충청남도","서산시","기타","해당없음","양열로",2,"","충청남도 서산시 석림동 287-3"
"3979","117","충청남도","서산시","기타","해당없음","양열로",2,"","충청남도 서산시 석림동 287-3"
"3980","118","충청남도","서산시","일반국도","32번","서해로",2,"","충청남도 서산시 잠홍동 52-1"
"3981","119","충청남도","서산시","기타","해당없음","양열북로",2,"","충청남도 서산시 잠홍동 111-9"
"3982","120","충청남도","서산시","기타","해당없음","양열북로",2,"","충청남도 서산시 잠홍동 112-4"
"3983","121","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 성연면 고남리 138-2"
"3984","122","충청남도","서산시","일반국도","29번","중앙로",2,"","충청남도 서산시 해미면 전천리 292-4"
"3985","123","충청남도","서산시","기타","해당없음","덕지천로",2,"","충청남도 서산시 석림동 807-82"
"3986","124","충청남도","서산시","기타","해당없음","안견로",1,"","충청남도 서산시 읍내동 724-4"
"3987","125","전라북도","서산시","고속국도","15번","서해안고속도로",3,"","충청남도 서산시 해미면 삼송리 산 9-1"
"3988","1","충청북도","옥천군","기타","중로 2-1","중앙로",3,"","충청북도 옥천군 옥천읍 삼양리 158-7"
"3989","2","충청북도","옥천군","기타","중로 2-1","중앙로",3,"","충청북도 옥천군 옥천읍 금구리 265"
"3990","3","충청북도","옥천군","기타","중로 2-1","중앙로",3,"","충청북도 옥천군 옥천읍 금구리 17-2"
"3991","4","충청북도","옥천군","기타","중로 2-1","중앙로1길",3,"","충청북도 옥천군 옥천읍 금구리 133-2"
"3992","5","충청북도","옥천군","기타","중로 2-10","금장로",3,"","충청북도 옥천군 옥천읍 금구리 7-8"
"3993","6","충청북도","옥천군","기타","중로 3-1","금장로",3,"","충청북도 옥천군 옥천읍 금구리 170"
"3994","7","충청북도","옥천군","기타","중로 2-10","중앙로 11길",3,"","충청북도 옥천군 옥천읍 삼양리 222-152"
"3995","8","충청북도","옥천군","기타","중로 2-5","삼양로",3,"","충청북도 옥천군 옥천읍 삼양리 222-328"
"3996","9","충청북도","옥천군","기타","중로 2-5","삼양로",3,"","충청북도 옥천군 옥천읍 삼양리 221-7"
"3997","10","충청북도","옥천군","기타","중로 2-10","삼금로",3,"","충청북도 옥천군 옥천읍 금구리 163-22"
"3998","11","충청북도","옥천군","기타","중로 2-2","금장로",3,"","충청북도 옥천군 옥천읍 금구리 30-21"
"3999","12","충청북도","옥천군","기타","소로 1-2","중앙로1길",3,"","충청북도 옥천군 옥천읍 금구리 284-1"
"4000","1","충청북도","괴산군","군도","19","읍내로13길",3,"충청북도 괴산군 괴산읍 읍내로13길 22-1",""
"4001","2","충청북도","괴산군","군도","19","읍내로11길",3,"충청북도 괴산군 괴산읍 읍내로11길 8-3",""
"4002","3","충청북도","괴산군","군도","19","읍내로6길",3,"충청북도 괴산군 괴산읍 읍내로6길 14",""
"4003","4","충청북도","괴산군","일반국도","19","읍내로13길",3,"충청북도 괴산군 괴산읍 읍내로13길 22-1",""
"4004","5","충청북도","괴산군","일반국도","19","괴강로",3,"충청북도 괴산군 괴산읍 괴강로 24",""
"4005","6","충청북도","괴산군","일반국도","19","읍내로",3,"충청북도 괴산군 괴산읍 읍내로 293",""
"4006","F9401","제주특별자치도","제주시","지방도","1132","일주서로",2,"제주특별자치도 제주시 일주서로 7719","제주특별자치도 제주시 도두일동 2308-3"
"4007","90","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 음암면 문양리 295-15"
"4008","91","충청남도","서산시","기타","해당없음","남부순환로",2,"","충청남도 서산시 예천동 67"
"4009","92","충청남도","서산시","일반국도","29번","서해로",2,"","충청남도 서산시 예천동 483"
"4010","93","충청남도","서산시","일반국도","29번","서해로",2,"","충청남도 서산시 예천동 산 7-69"
"4011","94","충청남도","서산시","기타","해당없음","호수공원6로",2,"","충청남도 서산시 예천동 1269-1"
"4012","95","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 성연면 고남리 138-12"
"4013","96","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 대산읍 대산리 149-56"
"4014","97","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 지곡면 무장리 656-1"
"4015","98","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 지곡면 무장리 662"
"4016","99","충청남도","서산시","일반국도","38번","충의로",2,"","충청남도 서산시 대산읍 화곡리 470-3"
"4017","100","충청남도","서산시","일반국도","38번","충의로",2,"","충청남도 서산시 대산읍 화곡리 468-1"
"4018","101","충청남도","서산시","기타","해당없음","성연4로",2,"","충청남도 서산시 성연면 왕정리 724"
"4019","102","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 성연면 명천리 27-11"
"4020","103","충청남도","서산시","기타","해당없음","양열로",2,"","충청남도 서산시 석남동 385"
"4021","104","충청남도","서산시","일반국도","29번","중앙로",2,"","충청남도 서산시 해미면 전천리 292-10"
"4022","105","충청남도","서산시","기타","해당없음","안견로",2,"","충청남도 서산시 읍내동 산 6-18"
"4023","106","충청남도","서산시","기타","해당없음","양인로",1,"","충청남도 서산시 인지면 모월리 446-364"
"4024","107","충청남도","서산시","기타","해당없음","양인로",1,"","충청남도 서산시 인지면 모월리 446-380"
"4025","108","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 지곡면 환성리 268-4"
"4026","109","충청남도","서산시","일반국도","29번","평신1로",2,"","충청남도 서산시 대산읍 독곶리 290-1"
"4027","110","충청남도","서산시","일반국도","29번","평신1로",2,"","충청남도 서산시 대산읍 독곶리 295-7"
"4028","111","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 성연면 명천리 81-2"
"4029","112","충청남도","서산시","기타","해당없음","문화로",2,"","충청남도 서산시 읍내동 568-1"
"4030","113","충청남도","서산시","일반국도","32번","서해로",1,"","충청남도 서산시 인지면 차리 102"
"4031","114","충청남도","서산시","일반국도","32번","서해로",1,"","충청남도 서산시 음암면탑곡리 산60-13"
"4032","115","충청남도","서산시","기타","해당없음","온석1길",2,"","충청남도 서산시 온석동 585-4"
"4033","주-005-군민회관03","전라남도","장성군","기타","중로3-10","영천로",3,"","전라남도 장성군 장성읍 영천리 1422"
"4034","62","충청남도","서산시","기타","시의국도","시의국도",1,"","충청남도 서산시 수석동 688-89"
"4035","63","충청남도","서산시","일반국도","국도29호선","국도29호선",1,"","충청남도 서산시 음암면 유계리 416-6"
"4036","64","충청남도","서산시","일반국도","국도29호선","국도29호선",2,"","충청남도 서산시 해미면 웅소성리 4-9"
"4037","65","충청남도","서산시","일반국도","국도29호선","국도29호선",2,"","충청남도 서산시 해미면 대곡리 644-3"
"4038","66","충청남도","서산시","일반국도","29번","동서2로",2,"","충청남도 서산시 석림동 528-4"
"4039","67","충청남도","서산시","일반국도","29번","동서2로",2,"","충청남도 서산시 석림동 561-14"
"4040","68","충청남도","서산시","일반국도","32번","서해로",1,"","충청남도 서산시 인지면 풍전리 360-2"
"4041","69","충청남도","서산시","일반국도","32번","서해로",2,"","충청남도 서산시 예천동 1162"
"4042","70","충청남도","서산시","일반국도","32번","서해로",2,"","충청남도 서산시 잠홍동 190-15"
"4043","71","충청남도","서산시","일반국도","32번","서해로",1,"","충청남도 서산시 잠홍동 581-8"
"4044","72","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 지곡면 화천리 82-3"
"4045","73","충청남도","서산시","기타","해당없음","양열로",2,"","충청남도 서산시 석남동 243-1"
"4046","74","충청남도","서산시","기타","해당없음","양열로",2,"","충청남도 서산시 석남동 576-2"
"4047","75","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 성연면 명천리 821-24"
"4048","76","충청남도","서산시","일반국도","29번","충의로",1,"","충청남도 서산시 성연면 오사리 807-1"
"4049","77","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 대산읍 대산리 243-33"
"4050","78","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 대산읍 대산리 243-33"
"4051","79","충청남도","서산시","일반국도","3번","충의로",2,"","충청남도 서산시 예천동 산 7-67"
"4052","80","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 지곡면 화천리 82-3"
"4053","81","충청남도","서산시","일반국도","29번","충의로",2,"","충청남도 서산시 지곡면 대요리 474-9"
"4054","82","충청남도","서산시","일반국도","29번","내포로",1,"","충청남도 서산시 고북면 신상리 208-8"
"4055","83","충청남도","서산시","일반국도","29번","서해로",1,"","충청남도 서산시 팔봉면 진장리 800-3"
"4056","84","충청남도","서산시","기타","해당없음","성연3로",2,"","충청남도 서산시 성연면 왕정리 733"
"4057","85","충청남도","서산시","기타","해당없음","성연3로",2,"","충청남도 서산시 성연면 왕정리 733"
"4058","86","충청남도","서산시","일반국도","32번","서해로",2,"","충청남도 서산시 석림동 538-13"
"4059","87","충청남도","서산시","일반국도","45번","원터로",2,"","충청남도 서산시 해미면 대곡리 601-8"
"4060","88","충청남도","서산시","기타","70번","백제사신로",1,"","충청남도 서산시 음암면 탑곡리 1342"
"4061","89","충청남도","서산시","기타","70번","백제사신로",2,"","충청남도 서산시 음암면 문양리 295-15"
"4062","34","충청남도","서산시","기타","70호 국지도","70호 국지도",1,"","충청남도 서산시 성연면 명천리 27-14"
"4063","35","충청남도","서산시","기타","도시계획도로","도시계획도로",1,"","충청남도 서산시 석남동 518-1"
"4064","36","충청남도","서산시","일반국도","국도29호선","국도29호선",2,"","충청남도 서산시 해미면 반양리 264-1"
"4065","37","충청남도","서산시","지방도","지방도","지방도",3,"","충청남도 서산시 갈산동 산 2-114"
"4066","38","충청남도","서산시","지방도","지방도","지방도",1,"","충청남도 서산시 인지면 모월리 478"
"4067","39","충청남도","서산시","지방도","지방도","지방도",1,"","충청남도 서산시 인지면 모월리 478"
"4068","40","충청남도","서산시","일반국도","국도","국도",2,"","충청남도 서산시 지곡면 환성리 268-4"
"4069","41","충청남도","서산시","일반국도","국도","국도",3,"","충청남도 서산시 대산읍 독곶리 118-1"
"4070","42","충청남도","서산시","일반국도","국도","국도",3,"","충청남도 서산시 대산읍 독곶리 118-1"
"4071","43","충청남도","서산시","기타","국지도","국지도",3,"","충청남도 서산시 성연면 명천리 83-5"
"4072","44","충청남도","서산시","기타","도시계획도로","도시계획도로",3,"","충청남도 서산시 온석동 610-1"
"4073","45","충청남도","서산시","지방도","지방도","지방도",1,"","충청남도 서산시 읍내동 625"
"4074","46","충청남도","서산시","일반국도","32번국도","32번국도",2,"","충청남도 서산시 음암면 탑곡리 1085-4"
"4075","47","충청남도","서산시","일반국도","32번국도","32번국도",1,"","충청남도 서산시 인지면 차리 622-3"
"4076","48","충청남도","서산시","기타","도시계획도로","도시계획도로",1,"","충청남도 서산시 잠홍동 52-1"
"4077","49","충청남도","서산시","기타","도시계획도로","도시계획도로",1,"","충청남도 서산시 잠홍동 112-4"
"4078","50","충청남도","서산시","기타","도시계획도로","도시계획도로",2,"","충청남도 서산시 잠홍동 111-9"
